"","weight"
"1874",20.554
"1875",20.217
"1876",20.357
"1877",20.293
"1878",20.46
"1879",20.519
"1880",20.042
"1881",20.657
"1882",20.454
"1883",20.583
"1884",20.304
"1885",20.481
"1886",20.721
"1887",20.223
"1888",20.598
"1889",19.815
"1890",20.498
"1891",20.647
"1892",20.908
"1893",20.697
"1894",20.532
"1895",20.582
"1896",20.506
"1897",20.31
"1898",20.286
"1899",20.19
"1900",20.39
"1901",20.607
"1902",20.487
"1903",20.595
"1904",20.439
"1905",20.319
"1906",20.954
"1907",20.61
"1908",20.387
"1909",20.438
"1910",21.153
"1911",20.704
"1912",20.49
"1913",20.578
"1914",20.557
"1915",20.608
"1916",20.689
"1917",20.655
"1918",20.731
"1919",20.491
"1920",20.343
"1921",20.327
"1922",20.615
"1923",20.384
"1924",20.312
"1925",20.371
"1926",20.589
"1927",20.166
"1928",20.623
"1929",20.68
"1930",20.84
"1931",20.481
"1932",20.413
"1933",20.526
"1934",20.773
"1935",20.63
"1936",20.206
"1937",20.47
"1938",20.428
"1939",20.63
"1940",20.108
"1941",20.717
"1942",20.705
"1943",20.362
"1944",20.893
"1945",20.525
"1946",20.457
"1947",20.74
"1948",20.392
"1949",20.21
"1950",20.676
"1951",20.536
"1952",20.383
"1953",20.827
"1954",20.636
"1955",20.707
"1956",20.615
"1957",20.219
"1958",20.359
"1959",20.213
"1960",20.84
"1961",20.586
"1962",20.48
"1963",20.702
"1964",20.373
"1965",20.358
"1966",20.396
"1967",20.524
"1968",20.646
"1969",20.892
"1970",20.122
"1971",20.496
"1972",20.635
"1973",20.843
"1974",20.283
"1975",20.481
"1976",20.531
"1977",20.514
"1978",20.777
"1979",20.291
"1980",20.858
"1981",20.446
"1982",20.639
"1983",20.418
"1984",20.31
"1985",20.571
"1986",20.628
"1987",20.4
"1988",20.429
"1989",20.394
"1990",20.512
"1991",20.356
"1992",20.844
"1993",20.586
"1994",20.227
"1995",20.31
"1996",20.467
"1997",20.858
"1998",20.397
"1999",20.421
"2000",20.863
"2001",20.523
"2002",20.868
"2003",20.401
"2004",20.585
"2005",20.398
"2006",20.334
"2007",20.64
"2008",20.611
"2009",20.458
"2010",20.729
"2011",20.488
"2012",20.284
"2013",20.216
"2014",20.846
"2015",20.398
"2016",20.545
"2017",20.456
"2018",20.486
"2019",20.51
"2020",20.643
"2021",20.329
"2022",20.796
"2023",20.527
"2024",20.771
"2025",20.519
"2026",20.775
"2027",20.471
"2028",20.249
"2029",20.331
"2030",20.631
"2031",20.786
"2032",20.534
"2033",20.602
"2034",20.665
"2035",20.539
"2036",20.734
"2037",20.69
"2038",20.515
"2039",20.786
"2040",20.397
"2041",20.692
"2042",20.604
"2043",20.74
"2044",20.136
"2045",20.629
"2046",20.681
"2047",20.505
"2048",20.571
"2049",20.335
"2050",20.45
"2051",20.439
"2052",20.491
"2053",20.414
"2054",20.106
"2055",20.542
"2056",20.45
"2057",20.654
"2058",20.599
"2059",20.597
"2060",20.47
"2061",20.606
"2062",20.549
"2063",20.546
"2064",20.737
"2065",20.632
"2066",20.664
"2067",20.606
"2068",20.454
"2069",20.622
"2070",20.641
"2071",20.382
"2072",20.564
"2073",20.303
"2074",20.48
"2075",20.457
"2076",20.644
"2077",20.385
"2078",20.744
"2079",20.52
"2080",20.695
"2081",20.622
"2082",20.571
"2083",20.682
"2084",20.958
"2085",20.527
"2086",20.513
"2087",20.456
"2088",20.457
"2089",20.594
"2090",20.673
"2091",20.852
"2092",20.505
"2093",20.506
"2094",19.95
"2095",20.329
"2096",20.564
"2097",20.671
"2098",20.754
"2099",20.274
"2100",20.313
"2101",20.494
"2102",20.6
"2103",20.591
"2104",20.432
"2105",20.544
"2106",20.737
"2107",20.289
"2108",20.425
"2109",20.734
"2110",20.743
"2111",20.5
"2112",20.235
"2113",20.49
"2114",20.821
"2115",20.662
"2116",20.582
"2117",20.917
"2118",20.403
"2119",20.584
"2120",20.421
"2121",20.398
"2122",20.405
"2123",20.428
"2124",20.389
"2125",20.827
"2126",20.365
"2127",20.257
"2128",20.777
"2129",20.639
"2130",20.605
"2131",20.413
"2132",20.009
"2133",20.728
"2134",20.384
"2135",20.5
"2136",20.564
"2137",20.188
"2138",20.421
"2139",20.317
"2140",20.625
"2141",20.989
"2142",20.595
"2143",20.142
"2144",20.628
"2145",20.627
"2146",20.63
"2147",20.388
"2148",20.651
"2149",20.099
"2150",20.461
"2151",20.489
"2152",21.076
"2153",20.499
"2154",20.797
"2155",19.936
"2156",20.585
"2157",20.557
"2158",20.659
"2159",20.364
"2160",20.387
"2161",20.376
"2162",20.474
"2163",20.68
"2164",20.572
"2165",20.795
"2166",20.572
"2167",20.587
"2168",20.766
"2169",20.406
"2170",20.745
"2171",20.582
"2172",20.628
"2173",20.431
"2174",20.395
"2175",20.407
"2176",20.501
"2177",20.527
"2178",20.25
"2179",20.411
"2180",20.511
"2181",20.43
"2182",20.144
"2183",20.523
"2184",20.538
"2185",20.747
"2186",20.066
"2187",20.16
"2188",20.461
"2189",20.442
"2190",20.343
"2191",20.158
"2192",20.586
"2193",20.66
"2194",20.164
"2195",20.261
"2196",20.613
"2197",20.931
"2198",20.142
"2199",20.563
"2200",20.268
"2201",20.74
"2202",20.336
"2203",20.634
"2204",20.257
"2205",20.075
"2206",20.78
"2207",20.183
"2208",20.51
"2209",20.65
"2210",20.646
"2211",20.87
"2212",21.047
"2213",20.882
"2214",20.504
"2215",20.208
"2216",20.601
"2217",20.747
"2218",20.545
"2219",20.588
"2220",20.371
"2221",20.465
"2222",20.395
"2223",20.483
"2224",20.448
"2225",20.524
"2226",20.183
"2227",20.669
"2228",20.652
"2229",20.575
"2230",20.75
"2231",20.42
"2232",20.544
"2233",20.181
"2234",20.575
"2235",20.578
"2236",20.501
"2237",20.367
"2238",20.736
"2239",20.49
"2240",20.416
"2241",20.053
"2242",20.263
"2243",20.387
"2244",20.33
"2245",20.241
"2246",20.415
"2247",20.671
"2248",20.435
"2249",20.6
"2250",20.414
"2251",20.24
"2252",20.653
"2253",20.327
"2254",20.831
"2255",20.089
"2256",20.349
"2257",20.528
"2258",20.602
"2259",20.485
"2260",20.383
"2261",20.673
"2262",20.664
"2263",20.419
"2264",20.101
"2265",20.772
"2266",20.342
"2267",20.55
"2268",20.481
"2269",20.583
"2270",20.593
"2271",20.427
"2272",20.759
"2273",20.591
"2274",20.332
"2275",20.45
"2276",20.13
"2277",20.378
"2278",20.316
"2279",20.064
"2280",20.141
"2281",20.371
"2282",20.54
"2283",20.535
"2284",20.493
"2285",20.449
"2286",20.362
"2287",20.626
"2288",20.396
"2289",20.554
"2290",20.696
"2291",20.637
"2292",20.543
"2293",20.568
"2294",20.486
"2295",20.58
"2296",20.53
"2297",20.406
"2298",20.538
"2299",20.711
"2300",20.478
"2301",20.248
"2302",20.86
"2303",20.957
"2304",20.535
"2305",20.818
"2306",20.616
"2307",20.477
"2308",20.402
"2309",20.397
"2310",20.708
"2311",20.505
"2312",20.509
"2313",20.425
"2314",20.407
"2315",20.432
"2316",20.665
"2317",20.178
"2318",20.454
"2319",20.314
"2320",20.323
"2321",20.378
"2322",20.015
"2323",20.401
"2324",20.844
"2325",20.542
"2326",20.683
"2327",20.713
"2328",20.626
"2329",20.781
"2330",20.161
"2331",20.611
"2332",20.708
"2333",20.623
"2334",20.521
"2335",20.333
"2336",20.247
"2337",20.656
"2338",20.119
"2339",20.565
"2340",20.64
"2341",20.389
"2342",20.409
"2343",20.566
"2344",20.186
"2345",20.502
"2346",20.333
"2347",20.669
"2348",20.123
"2349",20.474
"2350",20.691
"2351",20.469
"2352",20.706
"2353",20.765
"2354",20.448
"2355",20.696
"2356",20.535
"2357",20.442
"2358",20.744
"2359",20.166
"2360",20.494
"2361",20.282
"2362",20.551
"2363",20.497
"2364",20.78
"2365",20.88
"2366",20.438
"2367",20.427
"2368",20.588
"2369",20.805
"2370",20.288
"2371",20.27
"2372",20.988
"2373",20.551
"2374",20.621
"2375",20.358
"2376",20.395
"2377",20.12
"2378",20.513
"2379",20.34
"2380",20.457
"2381",20.292
"2382",20.166
"2383",20.291
"2384",20.579
"2385",20.576
"2386",20.703
"2387",20.178
"2388",20.499
"2389",20.184
"2390",20.738
"2391",20.718
"2392",20.307
"2393",20.318
"2394",20.726
"2395",20.531
"2396",20.7
"2397",20.517
"2398",20.545
"2399",20.421
"2400",20.703
"2401",20.799
"2402",20.627
"2403",20.323
"2404",20.525
"2405",20.75
"2406",20.418
"2407",20.627
"2408",20.391
"2409",20.104
"2410",20.367
"2411",20.879
"2412",20.223
"2413",20.032
"2414",20.641
"2415",20.481
"2416",20.439
"2417",20.456
"2418",20.708
"2419",20.615
"2420",20.622
"2421",20.75
"2422",20.304
"2423",20.483
"2424",20.513
"2425",20.14
"2426",20.288
"2427",20.396
"2428",20.607
"2429",20.456
"2430",20.476
"2431",20.548
"2432",20.555
"2433",20.216
"2434",20.276
"2435",20.228
"2436",20.722
"2437",20.252
"2438",20.554
"2439",20.187
"2440",20.498
"2441",20.433
"2442",21.078
"2443",20.491
"2444",20.211
"2445",20.302
"2446",20.683
"2447",20.202
"2448",20.342
"2449",20.755
"2450",20.534
"2451",20.558
"2452",20.297
"2453",20.487
"2454",20.365
"2455",20.529
"2456",20.621
"2457",20.486
"2458",20.432
"2459",20.276
"2460",20.499
"2461",20.733
"2462",20.449
"2463",20.177
"2464",20.422
"2465",20.481
"2466",20.402
"2467",20.269
"2468",20.387
"2469",20.479
"2470",20.264
"2471",20.584
"2472",20.65
"2473",20.617
"2474",20.132
"2475",20.318
"2476",20.414
"2477",20.073
"2478",20.357
"2479",20.323
"2480",20.632
"2481",20.544
"2482",20.674
"2483",20.532
"2484",20.535
"2485",20.581
"2486",20.679
"2487",20.429
"2488",20.415
"2489",20.145
"2490",20.279
"2491",20.501
"2492",20.269
"2493",20.492
"2494",20.078
"2495",20.339
"2496",20.713
"2497",20.84
"2498",20.777
"2499",20.568
"2500",20.188
"2501",20.472
"2502",20.567
"2503",20.522
"2504",20.446
"2505",20.511
"2506",20.387
"2507",20.516
"2508",20.613
"2509",20.378
"2510",20.317
"2511",20.537
"2512",20.872
"2513",20.627
"2514",20.146
"2515",20.455
"2516",20.593
"2517",20.54
"2518",20.598
"2519",20.571
"2520",20.409
"2521",20.2
"2522",20.608
"2523",20.753
"2524",20.442
"2525",20.201
"2526",20.175
"2527",20.22
"2528",20.414
"2529",20.339
"2530",20.359
"2531",20.897
"2532",20.419
"2533",20.704
"2534",20.173
"2535",20.35
"2536",20.131
"2537",20.996
"2538",20.418
"2539",20.138
"2540",20.887
"2541",20.756
"2542",20.876
"2543",20.503
"2544",20.388
"2545",20.445
"2546",20.44
"2547",20.144
"2548",20.232
"2549",20.585
"2550",20.714
"2551",20.593
"2552",20.208
"2553",20.588
"2554",20.976
"2555",20.689
"2556",21.017
"2557",20.631
"2558",20.451
"2559",20.342
"2560",20.441
"2561",20.581
"2562",20.356
"2563",20.526
"2564",20.332
"2565",20.621
"2566",20.472
"2567",20.646
"2568",20.65
"2569",20.283
"2570",20.469
"2571",20.343
"2572",20.651
"2573",20.301
"2574",20.226
"2575",20.666
"2576",20.505
"2577",20.436
"2578",20.56
"2579",20.426
"2580",20.407
"2581",20.559
"2582",20.483
"2583",20.397
"2584",20.431
"2585",20.63
"2586",20.531
"2587",20.697
"2588",20.535
"2589",20.769
"2590",20.274
"2591",20.599
"2592",20.091
"2593",20.507
"2594",20.505
"2595",20.659
"2596",20.55
"2597",20.465
"2598",20.123
"2599",20.636
"2600",20.249
"2601",20.631
"2602",20.487
"2603",20.57
"2604",20.599
"2605",20.546
"2606",20.302
"2607",20.665
"2608",20.71
"2609",20.389
"2610",20.319
"2611",20.4
"2612",20.664
"2613",20.457
"2614",20.677
"2615",20.721
"2616",20.447
"2617",20.845
"2618",20.572
"2619",20.502
"2620",20.567
"2621",20.363
"2622",20.471
"2623",20.262
"2624",20.583
"2625",20.65
"2626",20.409
"2627",20.282
"2628",20.457
"2629",20.54
"2630",20.322
"2631",20.395
"2632",20.781
"2633",20.435
"2634",19.939
"2635",20.743
"2636",20.328
"2637",20.035
"2638",20.961
"2639",20.436
"2640",20.805
"2641",20.512
"2642",20.307
"2643",20.724
"2644",20.695
"2645",20.41
"2646",20.423
"2647",20.364
"2648",20.641
"2649",20.65
"2650",20.253
"2651",20.466
"2652",20.557
"2653",20.613
"2654",20.611
"2655",20.571
"2656",20.276
"2657",20.34
"2658",20.552
"2659",20.238
"2660",20.464
"2661",20.218
"2662",20.474
"2663",20.19
"2664",20.511
"2665",20.434
"2666",20.354
"2667",20.546
"2668",20.589
"2669",20.51
"2670",20.509
"2671",20.819
"2672",20.66
"2673",20.361
"2674",20.407
"2675",20.152
"2676",20.595
"2677",20.755
"2678",20.602
"2679",20.724
"2680",20.481
"2681",20.463
"2682",20.502
"2683",20.371
"2684",20.705
"2685",20.525
"2686",20.48
"2687",20.791
"2688",20.583
"2689",20.443
"2690",20.782
"2691",20.317
"2692",20.412
"2693",20.262
"2694",20.502
"2695",20.342
"2696",20.559
"2697",20.725
"2698",20.123
"2699",20.449
"2700",20.456
"2701",20.502
"2702",20.706
"2703",20.471
"2704",20.701
"2705",20.449
"2706",20.167
"2707",20.719
"2708",20.487
"2709",20.845
"2710",20.556
"2711",20.589
"2712",20.775
"2713",20.803
"2714",20.091
"2715",20.581
"2716",20.54
"2717",20.385
"2718",20.436
"2719",20.323
"2720",20.742
"2721",20.573
"2722",20.505
"2723",20.817
"2724",20.611
"2725",20.302
"2726",20.33
"2727",20.487
"2728",20.405
"2729",20.653
"2730",20.775
"2731",21.108
"2732",20.556
"2733",20.562
"2734",20.36
"2735",20.416
"2736",20.808
"2737",20.615
"2738",20.454
"2739",20.45
"2740",20.369
"2741",20.557
"2742",20.099
"2743",20.281
"2744",20.8
"2745",20.244
"2746",20.504
"2747",20.409
"2748",20.842
"2749",20.612
"2750",20.389
"2751",20.298
"2752",20.709
"2753",20.234
"2754",20.371
"2755",20.874
"2756",20.208
"2757",20.853
"2758",20.518
"2759",20.224
"2760",20.289
"2761",20.657
"2762",20.201
"2763",20.249
"2764",20.433
"2765",20.684
"2766",20.261
"2767",20.567
"2768",20.408
"2769",20.612
"2770",20.266
"2771",20.638
"2772",20.939
"2773",20.366
"2774",20.046
"2775",20.378
"2776",20.628
"2777",20.502
"2778",20.485
"2779",21.008
"2780",20.136
"2781",20.787
"2782",20.333
"2783",20.241
"2784",20.005
"2785",20.572
"2786",20.614
"2787",20.727
"2788",20.684
"2789",20.523
"2790",20.59
"2791",20.68
"2792",20.11
"2793",20.429
"2794",20.407
"2795",20.483
"2796",20.602
"2797",20.41
"2798",20.154
"2799",20.714
"2800",20.576
"2801",20.59
"2802",20.529
"2803",20.181
"2804",20.51
"2805",20.524
"2806",20.679
"2807",20.559
"2808",20.859
"2809",20.503
"2810",20.21
"2811",20.464
"2812",20.651
"2813",20.387
"2814",20.372
"2815",20.677
"2816",20.336
"2817",20.881
"2818",20.217
"2819",20.393
"2820",20.377
"2821",20.352
"2822",20.789
"2823",20.905
"2824",20.39
"2825",20.644
"2826",20.305
"2827",20.714
"2828",20.502
"2829",20.574
"2830",20.634
"2831",20.218
"2832",20.89
"2833",20.592
"2834",20.634
"2835",20.481
"2836",20.564
"2837",20.477
"2838",20.685
"2839",20.361
"2840",20.572
"2841",20.368
"2842",20.278
"2843",20.46
"2844",20.157
"2845",20.473
"2846",20.651
"2847",20.565
"2848",20.612
"2849",20.524
"2850",20.336
"2851",20.784
"2852",20.57
"2853",20.552
"2854",20.645
"2855",20.453
"2856",20.593
"2857",20.106
"2858",20.633
"2859",20.236
"2860",20.558
"2861",20.533
"2862",20.266
"2863",20.747
"2864",20.645
"2865",20.538
"2866",20.439
"2867",20.309
"2868",20.89
"2869",20.333
"2870",20.544
"2871",20.638
"2872",20.341
"2873",20.588
"2874",20.272
"2875",20.666
"2876",20.559
"2877",20.413
"2878",20.335
"2879",20.452
"2880",20.327
"2881",20.559
"2882",20.557
"2883",20.477
"2884",20.17
"2885",20.521
"2886",20.681
"2887",20.486
"2888",20.415
"2889",20.849
"2890",20.726
"2891",20.05
"2892",20.638
"2893",20.298
"2894",20.332
"2895",20.46
"2896",20.748
"2897",20.003
"2898",20.662
"2899",20.45
"2900",20.288
"2901",20.4
"2902",20.676
"2903",20.386
"2904",20.515
"2905",20.481
"2906",20.32
"2907",20.456
"2908",20.309
"2909",20.296
"2910",20.309
"2911",20.518
"2912",20.619
"2913",20.332
"2914",20.484
"2915",20.569
"2916",20.518
"2917",20.333
"2918",20.722
"2919",20.208
"2920",20.675
"2921",20.306
"2922",21.017
"2923",20.493
"2924",20.529
"2925",20.647
"2926",20.32
"2927",20.408
"2928",20.568
"2929",20.442
"2930",20.93
"2931",20.455
"2932",20.562
"2933",20.534
"2934",20.427
"2935",20.499
"2936",20.7
"2937",20.26
"2938",20.233
"2939",20.3
"2940",20.391
"2941",20.451
"2942",20.474
"2943",20.82
"2944",20.657
"2945",20.256
"2946",20.55
"2947",20.354
"2948",20.143
"2949",20.08
"2950",20.709
"2951",20.57
"2952",20.191
"2953",20.1
"2954",20.355
"2955",20.46
"2956",20.531
"2957",20.143
"2958",20.463
"2959",20.661
"2960",20.59
"2961",20.771
"2962",20.557
"2963",20.492
"2964",20.664
"2965",20.185
"2966",20.361
"2967",20.547
"2968",20.676
"2969",20.758
"2970",20.391
"2971",20.835
"2972",20.489
"2973",20.711
"2974",20.877
"2975",20.226
"2976",20.373
"2977",20.805
"2978",20.494
"2979",20.172
"2980",20.447
"2981",20.61
"2982",20.726
"2983",20.275
"2984",20.476
"2985",20.598
"2986",20.429
"2987",20.635
"2988",20.342
"2989",20.727
"2990",20.469
"2991",20.519
"2992",20.244
"2993",20.533
"2994",20.928
"2995",20.815
"2996",20.855
"2997",20.282
"2998",20.574
"2999",20.393
"3000",20.502
"3001",20.724
"3002",20.745
"3003",20.632
"3004",20.268
"3005",20.53
"3006",20.686
"3007",20.815
"3008",20.475
"3009",20.165
"3010",20.379
"3011",20.784
"3012",20.429
"3013",20.381
"3014",20.312
"3015",20.162
"3016",20.637
"3017",20.247
"3018",20.671
"3019",20.469
"3020",20.721
"3021",20.484
"3022",20.738
"3023",20.683
"3024",20.455
"3025",20.253
"3026",20.203
"3027",20.276
"3028",20.41
"3029",20.474
"3030",20.745
"3031",20.722
"3032",20.446
"3033",20.706
"3034",20.57
"3035",20.508
"3036",20.517
"3037",20.712
"3038",20.368
"3039",20.134
"3040",20.167
"3041",20.547
"3042",20.636
"3043",20.612
"3044",20.546
"3045",21.051
"3046",20.309
"3047",20.452
"3048",20.284
"3049",20.961
"3050",20.575
"3051",20.492
"3052",20.651
"3053",20.397
"3054",20.543
"3055",20.459
"3056",20.505
"3057",20.22
"3058",20.495
"3059",20.466
"3060",21.171
"3061",20.766
"3062",20.483
"3063",20.237
"3064",20.428
"3065",20.477
"3066",20.823
"3067",20.385
"3068",20.78
"3069",20.426
"3070",20.583
"3071",20.453
"3072",20.302
"3073",20.505
"3074",20.435
"3075",20.403
"3076",20.575
"3077",20.467
"3078",20.461
"3079",20.647
"3080",20.328
"3081",20.708
"3082",20.566
"3083",20.776
"3084",20.249
"3085",20.278
"3086",20.512
"3087",20.576
"3088",20.607
"3089",20.674
"3090",20.513
"3091",20.369
"3092",21.015
"3093",20.618
"3094",20.065
"3095",20.396
"3096",20.598
"3097",20.219
"3098",20.743
"3099",20.224
"3100",20.449
"3101",20.854
"3102",20.552
"3103",20.572
"3104",20.397
"3105",20.505
"3106",20.362
"3107",20.581
"3108",21.15
"3109",20.466
"3110",20.58
"3111",20.346
"3112",20.763
"3113",20.88
"3114",20.291
"3115",20.665
"3116",20.791
"3117",21.04
"3118",20.694
"3119",20.424
"3120",20.61
"3121",20.445
"3122",20.258
"3123",20.163
"3124",20.356
"3125",20.435
"3126",20.416
"3127",20.418
"3128",20.202
"3129",20.756
"3130",20.321
"3131",21.108
"3132",21.033
"3133",20.707
"3134",20.662
"3135",20.704
"3136",20.444
"3137",20.231
"3138",20.277
"3139",20.605
"3140",20.1
"3141",20.26
"3142",20.632
"3143",20.439
"3144",20.587
"3145",20.458
"3146",20.37
"3147",20.339
"3148",20.345
"3149",20.34
"3150",20.672
"3151",20.766
"3152",20.575
"3153",20.618
"3154",20.702
"3155",20.381
"3156",20.525
"3157",20.564
"3158",20.443
"3159",20.548
"3160",20.55
"3161",20.725
"3162",20.346
"3163",20.277
"3164",20.572
"3165",20.49
"3166",20.238
"3167",20.586
"3168",20.632
"3169",20.512
"3170",20.478
"3171",20.465
"3172",21.105
"3173",20.742
"3174",20.618
"3175",20.448
"3176",20.385
"3177",20.134
"3178",20.585
"3179",20.386
"3180",20.718
"3181",20.44
"3182",20.742
"3183",20.347
"3184",20.156
"3185",20.481
"3186",20.864
"3187",20.475
"3188",20.589
"3189",20.513
"3190",20.382
"3191",20.915
"3192",20.659
"3193",20.622
"3194",20.127
"3195",20.563
"3196",20.308
"3197",20.549
"3198",20.521
"3199",20.379
"3200",20.248
"3201",20.727
"3202",20.389
"3203",20.726
"3204",20.26
"3205",20.467
"3206",20.654
"3207",20.832
"3208",20.841
"3209",20.475
"3210",20.628
"3211",20.311
"3212",20.576
"3213",20.443
"3214",20.594
"3215",20.626
"3216",20.693
"3217",20.197
"3218",20.441
"3219",20.25
"3220",20.361
"3221",20.449
"3222",20.381
"3223",20.82
"3224",20.519
"3225",21.005
"3226",20.401
"3227",20.573
"3228",20.407
"3229",20.346
"3230",20.402
"3231",20.434
"3232",20.55
"3233",20.881
"3234",20.433
"3235",20.207
"3236",20.483
"3237",20.621
"3238",20.372
"3239",20.369
"3240",20.397
"3241",20.215
"3242",20.499
"3243",20.185
"3244",20.377
"3245",20.445
"3246",20.828
"3247",20.457
"3248",20.427
"3249",20.639
"3250",20.581
"3251",20.676
"3252",20.676
"3253",20.716
"3254",20.672
"3255",20.482
"3256",20.311
"3257",20.867
"3258",20.453
"3259",20.442
"3260",20.635
"3261",20.579
"3262",20.631
"3263",20.328
"3264",20.651
"3265",20.472
"3266",20.22
"3267",20.262
"3268",20.172
"3269",20.052
"3270",20.589
"3271",20.181
"3272",20.419
"3273",20.248
"3274",20.561
"3275",20.299
"3276",20.412
"3277",20.699
"3278",20.554
"3279",20.643
"3280",20.429
"3281",20.525
"3282",20.004
"3283",20.303
"3284",20.689
"3285",20.663
"3286",20.473
"3287",20.168
"3288",20.455
"3289",20.621
"3290",20.411
"3291",20.231
"3292",20.009
"3293",20.492
"3294",20.414
"3295",20.507
"3296",20.542
"3297",20.601
"3298",20.486
"3299",20.266
"3300",20.652
"3301",20.685
"3302",20.586
"3303",20.562
"3304",20.501
"3305",20.501
"3306",20.471
"3307",20.615
"3308",20.416
"3309",20.479
"3310",20.621
"3311",20.678
"3312",21.06
"3313",20.356
"3314",20.396
"3315",20.663
"3316",20.579
"3317",20.434
"3318",20.805
"3319",20.627
"3320",20.442
"3321",20.284
"3322",20.626
"3323",20.06
"3324",20.528
"3325",20.54
"3326",20.622
"3327",20.563
"3328",20.437
"3329",20.754
"3330",20.36
"3331",20.352
"3332",20.478
"3333",20.873
"3334",20.192
"3335",20.643
"3336",20.557
"3337",20.111
"3338",20.836
"3339",20.076
"3340",20.608
"3341",20.366
"3342",20.519
"3343",20.272
"3344",20.687
"3345",20.443
"3346",20.211
"3347",20.429
"3348",20.527
"3349",20.161
"3350",20.307
"3351",20.247
"3352",20.565
"3353",20.704
"3354",20.826
"3355",20.477
"3356",20.642
"3357",20.223
"3358",20.628
"3359",20.425
"3360",20.777
"3361",20.107
"3362",20.635
"3363",20.561
"3364",20.675
"3365",20.522
"3366",20.69
"3367",20.68
"3368",20.769
"3369",20.338
"3370",20.668
"3371",20.432
"3372",20.638
"3373",20.505
"3374",20.462
"3375",20.67
"3376",20.675
"3377",20.43
"3378",20.505
"3379",20.531
"3380",20.606
"3381",20.526
"3382",20.324
"3383",20.363
"3384",20.223
"3385",20.379
"3386",20.814
"3387",20.626
"3388",20.755
"3389",20.463
"3390",20.41
"3391",20.2
"3392",20.436
"3393",20.682
"3394",20.028
"3395",20.5
"3396",20.48
"3397",20.784
"3398",20.236
"3399",20.576
"3400",20.16
"3401",20.432
"3402",20.387
"3403",20.251
"3404",20.613
"3405",20.671
"3406",20.795
"3407",20.482
"3408",20.408
"3409",20.392
"3410",20.474
"3411",20.264
"3412",20.314
"3413",20.76
"3414",20.336
"3415",20.672
"3416",20.239
"3417",20.564
"3418",20.421
"3419",20.342
"3420",20.292
"3421",20.407
"3422",20.556
"3423",20.579
"3424",20.408
"3425",20.672
"3426",20.599
"3427",20.254
"3428",20.811
"3429",20.641
"3430",20.285
"3431",20.583
"3432",20.195
"3433",20.55
"3434",20.433
"3435",20.555
"3436",20.613
"3437",20.923
"3438",20.634
"3439",20.376
"3440",20.284
"3441",20.245
"3442",20.444
"3443",20.659
"3444",20.85
"3445",20.448
"3446",20.541
"3447",20.813
"3448",20.461
"3449",20.746
"3450",20.475
"3451",20.383
"3452",20.549
"3453",20.638
"3454",20.721
"3455",20.518
"3456",20.631
"3457",20.391
"3458",20.264
"3459",20.616
"3460",20.598
"3461",20.977
"3462",20.454
"3463",20.656
"3464",20.463
"3465",20.654
"3466",20.585
"3467",20.382
"3468",20.664
"3469",20.316
"3470",20.626
"3471",20.762
"3472",20.473
"3473",20.49
"3474",20.495
"3475",20.424
"3476",20.819
"3477",20.556
"3478",20.692
"3479",20.424
"3480",20.348
"3481",20.698
"3482",20.328
"3483",20.422
"3484",20.355
"3485",19.96
"3486",20.512
"3487",20.587
"3488",20.099
"3489",20.435
"3490",20.383
"3491",20.567
"3492",20.163
"3493",20.697
"3494",20.498
"3495",20.489
"3496",21.002
"3497",20.535
"3498",20.473
"3499",20.525
"3500",20.757
"3501",20.673
"3502",20.759
"3503",20.547
"3504",20.693
"3505",20.773
"3506",20.528
"3507",20.567
"3508",20.791
"3509",20.45
"3510",20.566
"3511",20.375
"3512",20.196
"3513",20.09
"3514",20.319
"3515",20.729
"3516",20.852
"3517",20.561
"3518",20.314
"3519",20.52
"3520",20.835
"3521",20.771
"3522",20.674
"3523",20.315
"3524",20.375
"3525",20.666
"3526",20.295
"3527",20.627
"3528",20.146
"3529",20.455
"3530",20.573
"3531",20.742
"3532",20.741
"3533",20.529
"3534",20.456
"3535",20.227
"3536",20.392
"3537",20.583
"3538",20.187
"3539",20.487
"3540",20.557
"3541",20.769
"3542",20.674
"3543",20.471
"3544",20.779
"3545",20.644
"3546",20.587
"3547",20.416
"3548",20.541
"3549",20.47
"3550",20.532
"3551",20.303
"3552",20.625
"3553",20.532
"3554",19.924
"3555",20.619
"3556",20.502
"3557",20.576
"3558",20.388
"3559",20.231
"3560",20.355
"3561",20.513
"3562",20.694
"3563",20.661
"3564",20.504
"3565",20.455
"3566",20.546
"3567",20.585
"3568",20.356
"3569",20.643
"3570",20.265
"3571",20.642
"3572",20.554
"3573",20.529
"3574",20.424
"3575",20.31
"3576",20.305
"3577",20.321
"3578",20.532
"3579",20.364
"3580",20.673
"3581",20.54
"3582",20.545
"3583",20.229
"3584",20.886
"3585",20.642
"3586",20.677
"3587",20.586
"3588",20.686
"3589",20.478
"3590",20.862
"3591",20.544
"3592",20.585
"3593",20.773
"3594",20.374
"3595",20.658
"3596",20.464
"3597",20.563
"3598",20.775
"3599",20.287
"3600",20.481
"3601",20.162
"3602",20.509
"3603",20.451
"3604",20.464
"3605",20.167
"3606",20.452
"3607",20.379
"3608",20.545
"3609",20.314
"3610",20.47
"3611",20.297
"3612",20.368
"3613",20.467
"3614",20.4
"3615",20.446
"3616",20.594
"3617",20.615
"3618",20.704
"3619",20.466
"3620",20.326
"3621",20.531
"3622",20.453
